ID,timestamp1,timestamp2,365 email,365 name,number,name,GPA,credit,studio name,score,studio name,score,studio name,score,studio name,score,studio name,score,studio name,score,studio name,score,studio name,score,studio name,score,studio name,score,studio name,score,studio name,score,emergency email,cellphone
11,hogehoge,hogehoge,email,Name,1468889,17cc7cde-90ed-40ed-a155-838884b8268f,2.162290404614665,130,Transportation,5,EquipmentService,4,Network,5,Ergonomics,3,VisualCommunication,5,Kinematograph,3,Interface,4,Interactive,4,Software,1,Spatial,3,Interior,3,Editorial,3,Email2,phonenumber
12,hogehoge,hogehoge,email,Name,8665914,078366e3-3aec-40c3-8e60-8821ec0475e6,3.5832107474481765,116,Interface,5,Transportation,5,Interior,4,Kinematograph,4,Editorial,4,Spatial,4,Network,4,EquipmentService,5,Interactive,3,VisualCommunication,4,Ergonomics,3,Software,2,Email2,phonenumber
13,hogehoge,hogehoge,email,Name,8023110,bc00e136-7250-4ecb-be53-888fa82d3d47,3.442570119366672,100,Ergonomics,5,Interactive,5,Interior,5,Transportation,5,Software,5,Editorial,3,Spatial,4,Network,3,VisualCommunication,5,Kinematograph,5,EquipmentService,5,Interface,3,Email2,phonenumber
14,hogehoge,hogehoge,email,Name,8570638,2f098893-b497-4d83-9848-9f4252c3c7f4,2.9758081481381993,129,Ergonomics,5,Kinematograph,5,VisualCommunication,4,EquipmentService,3,Interface,5,Software,2,Network,4,Interactive,5,Editorial,3,Interior,4,Spatial,0,Transportation,0,Email2,phonenumber
15,hogehoge,hogehoge,email,Name,3827076,96122b25-9982-46ad-996c-115933385143,2.526094543614196,118,Interior,5,VisualCommunication,5,Interface,5,EquipmentService,3,Network,4,Kinematograph,5,Spatial,5,Software,4,Interactive,3,Ergonomics,2,Transportation,1,Editorial,5,Email2,phonenumber
16,hogehoge,hogehoge,email,Name,9829157,e9b7146c-37b4-4d10-a795-029fe09bb837,2.8739042740835994,122,Interface,5,EquipmentService,5,Editorial,5,Software,5,VisualCommunication,3,Transportation,4,Spatial,4,Interior,2,Interactive,4,Network,5,Ergonomics,5,Kinematograph,2,Email2,phonenumber
17,hogehoge,hogehoge,email,Name,2683956,4fe14f36-7eb5-47ae-a7b2-702d52e669ca,3.2698831255940304,94,Interactive,5,VisualCommunication,4,Ergonomics,4,EquipmentService,4,Kinematograph,5,Interior,2,Transportation,5,Spatial,3,Network,1,Software,5,Editorial,3,Interface,1,Email2,phonenumber
18,hogehoge,hogehoge,email,Name,9482293,ff104382-8e4c-485f-89b2-3d5a0565aed4,3.8271077430023364,98,Transportation,5,VisualCommunication,4,Ergonomics,4,Interactive,4,Editorial,4,EquipmentService,3,Spatial,4,Kinematograph,3,Interior,1,Software,1,Interface,2,Network,0,Email2,phonenumber
19,hogehoge,hogehoge,email,Name,6640198,5321851d-e21c-4c9b-a8af-4fa75ecfa5e9,2.3727782338402434,106,Interior,5,Interactive,4,Network,5,Editorial,5,Spatial,4,Kinematograph,4,Interface,3,Transportation,5,Software,3,EquipmentService,1,VisualCommunication,1,Ergonomics,4,Email2,phonenumber
20,hogehoge,hogehoge,email,Name,5986655,6e8e285e-f8a7-4ef5-898f-2843fc8c679d,2.1530514599845247,120,EquipmentService,5,Transportation,4,Spatial,5,Ergonomics,3,Kinematograph,5,VisualCommunication,4,Software,4,Network,2,Interactive,4,Interior,5,Interface,4,Editorial,2,Email2,phonenumber
21,hogehoge,hogehoge,email,Name,4875052,aafd58ea-ded4-487d-a911-74c8269fd710,3.6031386953644606,122,Software,5,Interactive,4,Transportation,4,Interface,4,Interior,4,Spatial,4,EquipmentService,4,VisualCommunication,2,Editorial,5,Kinematograph,1,Network,3,Ergonomics,3,Email2,phonenumber
22,hogehoge,hogehoge,email,Name,1481986,a74c02ec-9bb1-44fa-857e-3934e5ded6d9,3.6511824923801637,94,Spatial,5,Network,4,Interactive,4,Interior,3,Transportation,5,Ergonomics,5,Software,4,Editorial,4,Interface,3,VisualCommunication,2,EquipmentService,5,Kinematograph,2,Email2,phonenumber
23,hogehoge,hogehoge,email,Name,6681908,fb13b23d-7575-4f83-9379-a1bd09006f0e,3.148832974296268,122,Ergonomics,5,Kinematograph,5,Interior,5,Network,3,Interface,3,Interactive,4,VisualCommunication,2,Software,5,Transportation,5,Spatial,3,Editorial,1,EquipmentService,0,Email2,phonenumber
24,hogehoge,hogehoge,email,Name,4287089,1a76b4cc-cd91-4444-a3fa-092d756469f5,3.216912930326231,129,EquipmentService,5,VisualCommunication,4,Interface,4,Interior,5,Spatial,4,Editorial,2,Ergonomics,3,Transportation,3,Software,4,Interactive,4,Network,0,Kinematograph,1,Email2,phonenumber
25,hogehoge,hogehoge,email,Name,1212426,8a516dd7-8ce5-49f0-b4b0-26447411001d,3.5999701437714378,113,VisualCommunication,5,Software,5,Transportation,4,Ergonomics,4,Interactive,4,Kinematograph,5,Spatial,5,Interface,5,Interior,3,Editorial,1,Network,0,EquipmentService,2,Email2,phonenumber
26,hogehoge,hogehoge,email,Name,1300082,d4cbc89e-4d11-4618-a328-44387974bb90,3.9565011636171463,98,Transportation,5,Kinematograph,4,Software,5,Ergonomics,5,VisualCommunication,3,Editorial,2,Interface,4,Spatial,3,Network,2,EquipmentService,5,Interactive,0,Interior,5,Email2,phonenumber
27,hogehoge,hogehoge,email,Name,8804050,6f3ad7da-26b0-491c-b9c5-516f745c2a0a,2.0975339987375023,131,Transportation,5,Software,5,Interior,5,EquipmentService,3,Editorial,5,Interactive,5,Interface,3,Network,2,VisualCommunication,3,Spatial,5,Ergonomics,2,Kinematograph,1,Email2,phonenumber
28,hogehoge,hogehoge,email,Name,7949934,9bad3433-8d42-4180-8ea1-64967a848592,2.0915363920715624,95,Transportation,5,Spatial,4,Software,4,Network,3,VisualCommunication,5,Kinematograph,2,Interior,4,Ergonomics,2,Editorial,2,Interface,5,Interactive,4,EquipmentService,0,Email2,phonenumber
29,hogehoge,hogehoge,email,Name,8971524,edf9d906-25a5-431e-975f-5c655ac1bc7b,2.415015403178759,115,Interface,5,Kinematograph,4,Transportation,4,Network,3,Interior,5,Interactive,4,EquipmentService,5,Editorial,5,Ergonomics,1,Spatial,5,VisualCommunication,3,Software,5,Email2,phonenumber
30,hogehoge,hogehoge,email,Name,5457502,dbe7e964-b51c-4083-9325-72f1d90c4949,3.1922226446150885,108,Ergonomics,5,Spatial,4,Transportation,5,Network,5,EquipmentService,3,Editorial,4,Interface,5,Interior,2,Software,5,Kinematograph,2,VisualCommunication,0,Interactive,3,Email2,phonenumber
31,hogehoge,hogehoge,email,Name,6131775,ecf5bbdd-9529-4de4-b41b-6763ab00bbff,3.2962449928492514,119,Software,5,Transportation,5,Network,4,Spatial,3,Ergonomics,5,EquipmentService,5,VisualCommunication,2,Editorial,2,Interactive,2,Interior,3,Interface,3,Kinematograph,2,Email2,phonenumber
32,hogehoge,hogehoge,email,Name,2943120,253e068c-f788-4ff2-86f4-ed26bf429089,2.9699943130407913,107,Network,5,EquipmentService,5,Spatial,5,Interface,5,Transportation,3,Editorial,5,VisualCommunication,2,Ergonomics,3,Interior,4,Kinematograph,3,Software,4,Interactive,5,Email2,phonenumber
33,hogehoge,hogehoge,email,Name,2843393,d1b83263-d05f-459e-a679-bd5ba4e86e2c,3.184879306295132,96,Ergonomics,5,Kinematograph,5,Spatial,5,EquipmentService,4,VisualCommunication,5,Transportation,2,Network,5,Interior,3,Interface,4,Editorial,3,Interactive,5,Software,3,Email2,phonenumber
34,hogehoge,hogehoge,email,Name,7725439,4be13304-c361-49e7-b66d-ae6bd009491e,2.174365997614382,102,Network,5,Software,5,Interior,4,Editorial,5,Spatial,3,Kinematograph,3,VisualCommunication,3,Interface,4,Interactive,3,EquipmentService,3,Transportation,5,Ergonomics,5,Email2,phonenumber
35,hogehoge,hogehoge,email,Name,9720795,6658ac57-f9fc-49f2-8366-f2cd3d699695,3.331255722970809,124,Kinematograph,5,VisualCommunication,4,Editorial,5,Network,5,EquipmentService,4,Software,4,Interior,2,Interface,3,Transportation,1,Ergonomics,3,Spatial,3,Interactive,4,Email2,phonenumber
36,hogehoge,hogehoge,email,Name,8396078,90b367c9-826e-4a55-b67a-1747b63009cd,2.9822897663677925,117,Software,5,Ergonomics,5,VisualCommunication,4,Interactive,5,Spatial,3,Interior,3,Kinematograph,4,Network,2,Editorial,1,Transportation,2,Interface,4,EquipmentService,0,Email2,phonenumber
37,hogehoge,hogehoge,email,Name,9297426,811f7576-595c-46b0-8a87-dc36effbf51e,2.341791506732131,96,Kinematograph,5,Spatial,5,Editorial,5,EquipmentService,3,Interior,3,Transportation,5,Interface,2,VisualCommunication,5,Software,4,Ergonomics,1,Network,2,Interactive,2,Email2,phonenumber
38,hogehoge,hogehoge,email,Name,7478222,9f4b1e45-5dcf-44f4-894c-e00742306168,3.001802940160391,108,Spatial,5,Transportation,5,Interactive,5,Editorial,4,Interior,3,Ergonomics,3,Interface,3,Software,4,VisualCommunication,3,EquipmentService,5,Kinematograph,5,Network,4,Email2,phonenumber
39,hogehoge,hogehoge,email,Name,4632249,b039fcb2-23d7-40a8-ac4d-652adb240955,2.802712779723908,105,Software,5,Interior,4,Transportation,4,Interactive,3,Editorial,5,Network,5,Kinematograph,5,Interface,5,EquipmentService,2,Spatial,2,VisualCommunication,2,Ergonomics,2,Email2,phonenumber
40,hogehoge,hogehoge,email,Name,1968330,ef9237f7-a5dd-4826-93e6-037b12a2f55a,2.44620099385327,96,Software,5,Transportation,4,Spatial,5,Interface,3,Ergonomics,4,Network,4,EquipmentService,4,Interactive,3,VisualCommunication,3,Editorial,5,Kinematograph,2,Interior,2,Email2,phonenumber
41,hogehoge,hogehoge,email,Name,3385812,2060ac78-7333-4dfb-afb5-fc294c763443,3.096459932691875,103,EquipmentService,5,Interactive,4,Transportation,4,Network,4,VisualCommunication,3,Kinematograph,3,Interface,3,Software,2,Ergonomics,2,Editorial,3,Interior,5,Spatial,4,Email2,phonenumber
42,hogehoge,hogehoge,email,Name,3013135,3bc87ba8-c44a-43ad-addd-11494ad7a11e,3.0054513700807743,117,Interactive,5,Interface,5,VisualCommunication,4,Network,3,Ergonomics,4,Interior,4,Editorial,4,Spatial,3,Software,4,Transportation,5,Kinematograph,5,EquipmentService,4,Email2,phonenumber
43,hogehoge,hogehoge,email,Name,9860676,69313e22-a970-4661-8bc8-2c461f8ab3d5,3.1286809579644554,113,Software,5,Transportation,5,Spatial,4,Ergonomics,3,Editorial,3,Interactive,5,Kinematograph,4,VisualCommunication,3,Interior,5,Network,4,Interface,1,EquipmentService,0,Email2,phonenumber
44,hogehoge,hogehoge,email,Name,5272109,5a9644c7-9491-47f4-87b4-dfba140a0f1e,3.4839410513059903,95,EquipmentService,5,Kinematograph,4,Ergonomics,5,Transportation,5,Software,4,Interface,5,Interactive,3,VisualCommunication,5,Spatial,5,Editorial,2,Interior,5,Network,5,Email2,phonenumber
45,hogehoge,hogehoge,email,Name,8249825,a1f525fb-1552-4ca0-821c-60c2b06b46f2,3.3030043740458837,95,Interface,5,VisualCommunication,5,EquipmentService,5,Network,3,Software,3,Transportation,3,Interactive,4,Editorial,3,Interior,1,Spatial,1,Kinematograph,4,Ergonomics,4,Email2,phonenumber
46,hogehoge,hogehoge,email,Name,4067086,332825e3-42e7-432d-974f-1ce4b90656c7,2.717735349696446,101,Transportation,5,Spatial,4,Network,5,VisualCommunication,5,Editorial,3,EquipmentService,2,Interactive,4,Interface,3,Software,3,Ergonomics,3,Interior,4,Kinematograph,2,Email2,phonenumber
47,hogehoge,hogehoge,email,Name,9562625,729a85bf-ede1-438e-99cc-08272c42810e,3.5850712458572174,103,Ergonomics,5,Interior,4,Transportation,4,Interface,5,VisualCommunication,3,Network,2,Software,4,Kinematograph,3,Spatial,3,EquipmentService,4,Editorial,2,Interactive,5,Email2,phonenumber
48,hogehoge,hogehoge,email,Name,4713454,bc35dd7a-4f57-4815-afff-e61bae74391e,2.390206428922091,113,Editorial,5,VisualCommunication,4,EquipmentService,4,Transportation,5,Spatial,4,Network,3,Kinematograph,5,Ergonomics,5,Software,2,Interactive,2,Interface,3,Interior,3,Email2,phonenumber
49,hogehoge,hogehoge,email,Name,3815811,540a967b-7ce2-4b9c-9dfb-33747b61fbdb,2.83986870440446,97,VisualCommunication,5,EquipmentService,4,Interactive,4,Interface,4,Editorial,4,Spatial,5,Software,3,Transportation,5,Interior,4,Ergonomics,3,Kinematograph,5,Network,1,Email2,phonenumber
